,District,Year,Month,Rainfall,Average Rainfall,Temperature,Average Temperature,Pressure,Average Pressure,Drought Classification
0,Nagpur,2001,January,1,1,6,8,1,1,0
1,Nagpur,2001,February,1,1,6,8,2,2,0
2,Nagpur,2001,March,1,1,5,7,3,3,0
3,Nagpur,2001,April,1,1,3,4,4,4,0
4,Nagpur,2001,May,1,1,2,3,4,5,0
5,Nagpur,2001,June,5,3,1,2,4,4,0
6,Nagpur,2001,July,4,6,2,2,3,3,0
7,Nagpur,2001,August,5,5,2,2,3,3,0
8,Nagpur,2001,September,2,3,2,4,3,3,0
9,Nagpur,2001,October,2,1,4,6,3,3,0
10,Nagpur,2001,November,1,1,6,8,2,2,0
11,Nagpur,2001,December,1,1,6,8,2,1,0
12,Nagpur,2002,January,1,1,6,8,2,1,1
13,Nagpur,2002,February,1,1,5,8,2,2,0
14,Nagpur,2002,March,1,1,5,7,3,3,0
15,Nagpur,2002,April,1,1,3,4,4,4,1
16,Nagpur,2002,May,1,1,2,3,5,5,1
17,Nagpur,2002,June,5,3,1,2,4,4,1
18,Nagpur,2002,July,2,6,1,2,3,3,0
19,Nagpur,2002,August,6,5,2,2,3,3,1
20,Nagpur,2002,September,3,3,2,4,3,3,1
21,Nagpur,2002,October,1,1,5,6,2,3,1
22,Nagpur,2002,November,1,1,6,8,2,2,1
23,Nagpur,2002,December,1,1,6,8,1,1,1
24,Nagpur,2003,January,1,1,6,8,1,1,0
25,Nagpur,2003,February,1,1,5,8,2,2,0
26,Nagpur,2003,March,1,1,5,7,3,3,0
27,Nagpur,2003,April,1,1,3,4,3,4,0
28,Nagpur,2003,May,1,1,2,3,4,5,0
29,Nagpur,2003,June,3,3,1,2,4,4,0
30,Nagpur,2003,July,9,6,2,2,3,3,0
31,Nagpur,2003,August,6,5,2,2,3,3,0
32,Nagpur,2003,September,3,3,3,4,3,3,0
33,Nagpur,2003,October,1,1,4,6,3,3,0
34,Nagpur,2003,November,1,1,6,8,2,2,0
35,Nagpur,2003,December,1,1,6,8,1,1,0
36,Nagpur,2004,January,1,1,5,8,1,1,1
37,Nagpur,2004,February,1,1,5,8,2,2,0
38,Nagpur,2004,March,1,1,6,7,3,3,0
39,Nagpur,2004,April,1,1,3,4,4,4,1
40,Nagpur,2004,May,1,1,1,3,5,5,1
41,Nagpur,2004,June,3,3,1,2,4,4,1
42,Nagpur,2004,July,5,6,1,2,3,3,0
43,Nagpur,2004,August,4,5,2,2,3,3,1
44,Nagpur,2004,September,2,3,3,4,3,3,1
45,Nagpur,2004,October,1,1,5,6,3,3,1
46,Nagpur,2004,November,1,1,5,8,2,2,1
47,Nagpur,2004,December,1,1,6,8,1,1,1
48,Nagpur,2005,January,2,1,5,8,1,1,0
49,Nagpur,2005,February,1,1,5,8,2,2,0
50,Nagpur,2005,March,1,1,5,7,3,3,0
51,Nagpur,2005,April,1,1,3,4,4,4,0
52,Nagpur,2005,May,1,1,2,3,4,5,0
53,Nagpur,2005,June,4,3,2,2,4,4,0
54,Nagpur,2005,July,7,6,2,2,3,3,0
55,Nagpur,2005,August,3,5,2,2,3,3,0
56,Nagpur,2005,September,5,3,3,4,3,3,0
57,Nagpur,2005,October,2,1,4,6,3,3,0
58,Nagpur,2005,November,1,1,6,8,2,2,0
59,Nagpur,2005,December,1,1,6,8,1,1,0
60,Nagpur,2006,January,1,1,6,8,2,1,0
61,Nagpur,2006,February,1,1,6,8,2,2,0
62,Nagpur,2006,March,2,1,4,7,3,3,0
63,Nagpur,2006,April,1,1,3,4,4,4,0
64,Nagpur,2006,May,1,1,1,3,4,5,0
65,Nagpur,2006,June,2,3,2,2,3,4,0
66,Nagpur,2006,July,6,6,2,2,3,3,0
67,Nagpur,2006,August,5,5,1,2,3,3,0
68,Nagpur,2006,September,3,3,3,4,3,3,0
69,Nagpur,2006,October,1,1,5,6,3,3,0
70,Nagpur,2006,November,1,1,5,8,2,2,0
71,Nagpur,2006,December,1,1,6,8,1,1,0
72,Nagpur,2007,January,1,1,6,8,1,1,0
73,Nagpur,2007,February,1,1,5,8,2,2,0
74,Nagpur,2007,March,1,1,5,7,3,3,0
75,Nagpur,2007,April,1,1,3,4,4,4,0
76,Nagpur,2007,May,1,1,3,3,5,5,0
77,Nagpur,2007,June,5,3,2,2,3,4,0
78,Nagpur,2007,July,7,6,2,2,3,3,0
79,Nagpur,2007,August,5,5,2,2,3,3,0
80,Nagpur,2007,September,4,3,2,4,3,3,0
81,Nagpur,2007,October,1,1,5,6,3,3,0
82,Nagpur,2007,November,1,1,5,8,2,2,0
83,Nagpur,2007,December,1,1,6,8,2,1,0
84,Nagpur,2008,January,1,1,6,8,1,1,0
85,Nagpur,2008,February,1,1,6,8,2,2,0
86,Nagpur,2008,March,1,1,5,7,3,3,0
87,Nagpur,2008,April,1,1,3,4,4,4,0
88,Nagpur,2008,May,1,1,2,3,5,5,0
89,Nagpur,2008,June,4,3,2,2,4,4,0
90,Nagpur,2008,July,5,6,1,2,3,3,0
91,Nagpur,2008,August,4,5,3,2,2,3,0
92,Nagpur,2008,September,2,3,3,4,3,3,0
93,Nagpur,2008,October,1,1,5,6,3,3,0
94,Nagpur,2008,November,1,1,5,8,2,2,0
95,Nagpur,2008,December,1,1,6,8,2,1,0
96,Nagpur,2009,January,1,1,6,8,1,1,0
97,Nagpur,2009,February,1,1,6,8,2,2,0
98,Nagpur,2009,March,1,1,5,7,3,3,0
99,Nagpur,2009,April,1,1,4,4,4,4,0
100,Nagpur,2009,May,1,1,2,3,5,5,0
101,Nagpur,2009,June,2,3,1,2,4,4,0
102,Nagpur,2009,July,8,6,1,2,3,3,0
103,Nagpur,2009,August,3,5,2,2,3,3,0
104,Nagpur,2009,September,2,3,3,4,3,3,0
105,Nagpur,2009,October,1,1,5,6,2,3,0
106,Nagpur,2009,November,1,1,5,8,2,2,0
107,Nagpur,2009,December,1,1,6,8,1,1,0
108,Nagpur,2010,January,1,1,6,8,1,1,0
109,Nagpur,2010,February,1,1,6,8,2,2,0
110,Nagpur,2010,March,1,1,4,7,4,3,0
111,Nagpur,2010,April,1,1,3,4,4,4,0
112,Nagpur,2010,May,1,1,1,3,5,5,0
113,Nagpur,2010,June,3,3,2,2,4,4,0
114,Nagpur,2010,July,7,6,2,2,3,3,0
115,Nagpur,2010,August,7,5,2,2,3,3,0
116,Nagpur,2010,September,4,3,2,4,3,3,0
117,Nagpur,2010,October,1,1,4,6,3,3,0
118,Nagpur,2010,November,1,1,5,8,3,2,0
119,Nagpur,2010,December,1,1,5,8,1,1,0
120,Nagpur,2011,January,1,1,6,8,2,1,1
121,Nagpur,2011,February,1,1,5,8,2,2,0
122,Nagpur,2011,March,1,1,4,7,3,3,0
123,Nagpur,2011,April,1,1,3,4,4,4,1
124,Nagpur,2011,May,1,1,2,3,5,5,1
125,Nagpur,2011,June,2,3,1,2,4,4,1
126,Nagpur,2011,July,5,6,1,2,3,3,0
127,Nagpur,2011,August,6,5,2,2,3,3,1
128,Nagpur,2011,September,4,3,3,4,3,3,1
129,Nagpur,2011,October,1,1,4,6,3,3,1
130,Nagpur,2011,November,1,1,5,8,2,2,1
131,Nagpur,2011,December,1,1,5,8,1,1,1
132,Nagpur,2012,January,1,1,5,8,1,1,0
133,Nagpur,2012,February,1,1,5,8,2,2,0
134,Nagpur,2012,March,1,1,4,7,4,3,0
135,Nagpur,2012,April,1,1,3,4,5,4,0
136,Nagpur,2012,May,1,1,2,3,5,5,0
137,Nagpur,2012,June,2,3,1,2,4,4,0
138,Nagpur,2012,July,6,6,1,2,3,3,0
139,Nagpur,2012,August,5,5,1,2,3,3,0
140,Nagpur,2012,September,5,3,3,4,3,3,0
141,Nagpur,2012,October,1,1,5,6,2,3,0
142,Nagpur,2012,November,1,1,5,8,2,2,0
143,Nagpur,2012,December,1,1,5,8,1,1,0
144,Nagpur,2013,January,1,1,6,8,1,1,0
145,Nagpur,2013,February,1,1,5,8,2,2,0
146,Nagpur,2013,March,1,1,6,7,3,3,0
147,Nagpur,2013,April,1,1,3,4,5,4,0
148,Nagpur,2013,May,1,1,2,3,5,5,0
149,Nagpur,2013,June,7,3,1,2,3,4,0
150,Nagpur,2013,July,8,6,1,2,3,3,0
151,Nagpur,2013,August,6,5,2,2,3,3,0
152,Nagpur,2013,September,2,3,3,4,3,3,0
153,Nagpur,2013,October,2,1,4,6,2,3,0
154,Nagpur,2013,November,1,1,5,8,2,2,0
155,Nagpur,2013,December,1,1,6,8,1,1,0
156,Nagpur,2014,January,1,1,6,8,1,1,1
157,Nagpur,2014,February,1,1,5,8,2,2,0
158,Nagpur,2014,March,1,1,5,7,3,3,0
159,Nagpur,2014,April,1,1,4,4,4,4,1
160,Nagpur,2014,May,1,1,3,3,5,5,1
161,Nagpur,2014,June,2,3,1,2,5,4,1
162,Nagpur,2014,July,7,6,1,2,3,3,0
163,Nagpur,2014,August,3,5,3,2,3,3,1
164,Nagpur,2014,September,3,3,3,4,3,3,1
165,Nagpur,2014,October,1,1,5,6,3,3,1
166,Nagpur,2014,November,1,1,6,8,2,2,1
167,Nagpur,2014,December,1,1,6,8,1,1,1
168,Nagpur,2015,January,1,1,6,8,1,1,0
169,Nagpur,2015,February,1,1,6,8,2,2,0
170,Nagpur,2015,March,2,1,5,7,3,3,0
171,Nagpur,2015,April,1,1,4,4,4,4,0
172,Nagpur,2015,May,1,1,3,3,5,5,0
173,Nagpur,2015,June,5,3,2,2,4,4,0
174,Nagpur,2015,July,3,6,2,2,3,3,0
175,Nagpur,2015,August,5,5,3,2,3,3,0
176,Nagpur,2015,September,3,3,3,4,3,3,0
177,Nagpur,2015,October,1,1,5,6,3,3,0
178,Nagpur,2015,November,1,1,6,8,2,2,0
179,Nagpur,2015,December,1,1,6,8,2,1,0
180,Nagpur,2016,January,1,1,6,8,1,1,0
181,Nagpur,2016,February,1,1,6,8,3,2,0
182,Nagpur,2016,March,1,1,5,7,3,3,0
183,Nagpur,2016,April,1,1,3,4,5,4,0
184,Nagpur,2016,May,1,1,3,3,5,5,0
185,Nagpur,2016,June,3,3,2,2,4,4,0
186,Nagpur,2016,July,8,6,2,2,3,3,0
187,Nagpur,2016,August,3,5,2,2,3,3,0
188,Nagpur,2016,September,4,3,3,4,3,3,0
189,Nagpur,2016,October,2,1,4,6,2,3,0
190,Nagpur,2016,November,1,1,6,8,1,2,0
191,Nagpur,2016,December,1,1,6,8,1,1,0
192,Pune,2001,January,1,1,6,8,2,1,0
193,Pune,2001,February,1,1,5,7,2,2,0
194,Pune,2001,March,1,1,4,6,2,3,0
195,Pune,2001,April,1,1,3,4,3,3,1
196,Pune,2001,May,1,1,2,3,3,3,0
197,Pune,2001,June,5,4,2,2,3,3,1
198,Pune,2001,July,5,4,2,3,2,2,0
199,Pune,2001,August,4,4,2,3,2,2,0
200,Pune,2001,September,3,3,3,4,2,2,1
201,Pune,2001,October,3,2,4,5,2,2,1
202,Pune,2001,November,1,1,4,7,2,2,0
203,Pune,2001,December,1,1,5,7,2,1,0
204,Pune,2002,January,1,1,5,8,1,1,0
205,Pune,2002,February,1,1,5,7,2,2,0
206,Pune,2002,March,1,1,5,6,2,3,0
207,Pune,2002,April,1,1,3,4,3,3,1
208,Pune,2002,May,1,1,2,3,3,3,0
209,Pune,2002,June,9,4,2,2,3,3,1
210,Pune,2002,July,2,4,3,3,2,2,0
211,Pune,2002,August,5,4,2,3,2,2,0
212,Pune,2002,September,2,3,3,4,2,2,1
213,Pune,2002,October,1,2,3,5,3,2,1
214,Pune,2002,November,1,1,5,7,2,2,0
215,Pune,2002,December,1,1,5,7,2,1,0
216,Pune,2003,January,1,1,6,8,2,1,0
217,Pune,2003,February,1,1,4,7,2,2,0
218,Pune,2003,March,1,1,4,6,3,3,0
219,Pune,2003,April,1,1,3,4,3,3,1
220,Pune,2003,May,1,1,3,3,3,3,0
221,Pune,2003,June,4,4,2,2,3,3,1
222,Pune,2003,July,4,4,2,3,2,2,0
223,Pune,2003,August,3,4,3,3,2,2,0
224,Pune,2003,September,2,3,3,4,2,2,1
225,Pune,2003,October,1,2,4,5,2,2,1
226,Pune,2003,November,1,1,5,7,2,2,0
227,Pune,2003,December,1,1,5,7,2,1,0
228,Pune,2004,January,1,1,5,8,1,1,0
229,Pune,2004,February,1,1,5,7,1,2,0
230,Pune,2004,March,1,1,5,6,2,3,0
231,Pune,2004,April,1,1,3,4,3,3,0
232,Pune,2004,May,1,1,2,3,3,3,0
233,Pune,2004,June,3,4,2,2,3,3,0
234,Pune,2004,July,2,4,3,3,2,2,0
235,Pune,2004,August,6,4,2,3,2,2,0
236,Pune,2004,September,3,3,3,4,2,2,0
237,Pune,2004,October,1,2,4,5,2,2,0
238,Pune,2004,November,1,1,5,7,3,2,0
239,Pune,2004,December,1,1,5,7,2,1,0
240,Pune,2005,January,1,1,6,8,2,1,0
241,Pune,2005,February,1,1,5,7,2,2,0
242,Pune,2005,March,1,1,5,6,2,3,0
243,Pune,2005,April,1,1,3,4,3,3,0
244,Pune,2005,May,1,1,3,3,3,3,0
245,Pune,2005,June,4,4,2,2,3,3,0
246,Pune,2005,July,7,4,2,3,2,2,0
247,Pune,2005,August,4,4,2,3,2,2,0
248,Pune,2005,September,5,3,3,4,2,2,0
249,Pune,2005,October,2,2,3,5,2,2,0
250,Pune,2005,November,1,1,5,7,2,2,0
251,Pune,2005,December,1,1,5,7,1,1,0
252,Pune,2006,January,1,1,6,8,1,1,0
253,Pune,2006,February,1,1,5,7,2,2,0
254,Pune,2006,March,1,1,4,6,3,3,0
255,Pune,2006,April,1,1,3,4,3,3,0
256,Pune,2006,May,1,1,2,3,3,3,0
257,Pune,2006,June,4,4,2,2,2,3,0
258,Pune,2006,July,6,4,2,3,2,2,0
259,Pune,2006,August,7,4,2,3,2,2,0
260,Pune,2006,September,4,3,3,4,2,2,0
261,Pune,2006,October,1,2,4,5,2,2,0
262,Pune,2006,November,1,1,5,7,2,2,0
263,Pune,2006,December,1,1,5,7,1,1,0
264,Pune,2007,January,1,1,6,8,2,1,0
265,Pune,2007,February,1,1,5,7,2,2,0
266,Pune,2007,March,1,1,4,6,2,3,0
267,Pune,2007,April,1,1,3,4,3,3,0
268,Pune,2007,May,1,1,3,3,3,3,0
269,Pune,2007,June,5,4,2,2,2,3,0
270,Pune,2007,July,5,4,2,3,2,2,0
271,Pune,2007,August,4,4,3,3,2,2,0
272,Pune,2007,September,3,3,3,4,2,2,0
273,Pune,2007,October,1,2,4,5,3,2,0
274,Pune,2007,November,1,1,5,7,2,2,0
275,Pune,2007,December,1,1,5,7,1,1,0
276,Pune,2008,January,1,1,6,8,1,1,0
277,Pune,2008,February,1,1,5,7,2,2,0
278,Pune,2008,March,1,1,4,6,2,3,0
279,Pune,2008,April,1,1,3,4,3,3,0
280,Pune,2008,May,1,1,3,3,3,3,0
281,Pune,2008,June,3,4,2,2,3,3,0
282,Pune,2008,July,2,4,3,3,2,2,0
283,Pune,2008,August,4,4,2,3,2,2,0
284,Pune,2008,September,5,3,3,4,2,2,0
285,Pune,2008,October,1,2,4,5,2,2,0
286,Pune,2008,November,1,1,5,7,2,2,0
287,Pune,2008,December,1,1,4,7,2,1,0
288,Pune,2009,January,1,1,6,8,1,1,0
289,Pune,2009,February,1,1,5,7,2,2,0
290,Pune,2009,March,1,1,4,6,2,3,0
291,Pune,2009,April,1,1,3,4,3,3,1
292,Pune,2009,May,1,1,3,3,3,3,0
293,Pune,2009,June,1,4,2,2,3,3,1
294,Pune,2009,July,6,4,2,3,2,2,0
295,Pune,2009,August,3,4,3,3,2,2,0
296,Pune,2009,September,3,3,3,4,2,2,1
297,Pune,2009,October,2,2,4,5,2,2,1
298,Pune,2009,November,3,1,4,7,1,2,0
299,Pune,2009,December,1,1,5,7,1,1,0
300,Pune,2010,January,1,1,6,8,1,1,0
301,Pune,2010,February,1,1,5,7,2,2,0
302,Pune,2010,March,1,1,4,6,3,3,0
303,Pune,2010,April,1,1,3,4,4,3,0
304,Pune,2010,May,1,1,2,3,4,3,0
305,Pune,2010,June,4,4,2,2,3,3,0
306,Pune,2010,July,4,4,2,3,2,2,0
307,Pune,2010,August,3,4,2,3,2,2,0
308,Pune,2010,September,3,3,3,4,2,2,0
309,Pune,2010,October,2,2,3,5,2,2,0
310,Pune,2010,November,2,1,4,7,2,2,0
311,Pune,2010,December,1,1,4,7,1,1,0
312,Pune,2011,January,1,1,5,8,1,1,0
313,Pune,2011,February,1,1,4,7,2,2,0
314,Pune,2011,March,1,1,4,6,3,3,0
315,Pune,2011,April,1,1,3,4,3,3,1
316,Pune,2011,May,1,1,3,3,3,3,0
317,Pune,2011,June,4,4,2,2,2,3,1
318,Pune,2011,July,4,4,2,3,2,2,0
319,Pune,2011,August,4,4,2,3,2,2,0
320,Pune,2011,September,4,3,3,4,2,2,1
321,Pune,2011,October,2,2,4,5,2,2,1
322,Pune,2011,November,1,1,5,7,2,2,0
323,Pune,2011,December,1,1,5,7,1,1,0
324,Pune,2012,January,1,1,5,8,1,1,0
325,Pune,2012,February,1,1,4,7,2,2,0
326,Pune,2012,March,1,1,4,6,3,3,0
327,Pune,2012,April,1,1,3,4,3,3,1
328,Pune,2012,May,1,1,3,3,3,3,0
329,Pune,2012,June,2,4,2,2,3,3,1
330,Pune,2012,July,3,4,2,3,2,2,0
331,Pune,2012,August,4,4,2,3,2,2,0
332,Pune,2012,September,2,3,3,4,2,2,1
333,Pune,2012,October,3,2,4,5,2,2,1
334,Pune,2012,November,1,1,5,7,2,2,0
335,Pune,2012,December,1,1,5,7,1,1,0
336,Pune,2013,January,1,1,5,8,1,1,0
337,Pune,2013,February,1,1,5,7,2,2,0
338,Pune,2013,March,1,1,4,6,3,3,0
339,Pune,2013,April,1,1,3,4,3,3,0
340,Pune,2013,May,1,1,2,3,4,3,0
341,Pune,2013,June,5,4,2,2,2,3,0
342,Pune,2013,July,7,4,2,3,2,2,0
343,Pune,2013,August,3,4,3,3,2,2,0
344,Pune,2013,September,4,3,3,4,2,2,0
345,Pune,2013,October,1,2,4,5,2,2,0
346,Pune,2013,November,1,1,5,7,2,2,0
347,Pune,2013,December,1,1,5,7,1,1,0
348,Pune,2014,January,1,1,5,8,1,1,0
349,Pune,2014,February,1,1,4,7,2,2,0
350,Pune,2014,March,1,1,4,6,2,3,0
351,Pune,2014,April,1,1,3,4,3,3,1
352,Pune,2014,May,1,1,3,3,3,3,0
353,Pune,2014,June,1,4,2,2,3,3,1
354,Pune,2014,July,7,4,2,3,2,2,0
355,Pune,2014,August,6,4,3,3,2,2,0
356,Pune,2014,September,2,3,3,4,2,2,1
357,Pune,2014,October,1,2,4,5,2,2,1
358,Pune,2014,November,1,1,5,7,2,2,0
359,Pune,2014,December,1,1,5,7,1,1,0
360,Pune,2015,January,1,1,6,8,1,1,0
361,Pune,2015,February,1,1,5,7,2,2,0
362,Pune,2015,March,1,1,5,6,2,3,0
363,Pune,2015,April,1,1,3,4,3,3,0
364,Pune,2015,May,1,1,3,3,3,3,0
365,Pune,2015,June,4,4,2,2,3,3,0
366,Pune,2015,July,2,4,3,3,2,2,0
367,Pune,2015,August,1,4,3,3,2,2,0
368,Pune,2015,September,2,3,3,4,2,2,0
369,Pune,2015,October,2,2,4,5,2,2,0
370,Pune,2015,November,1,1,5,7,2,2,0
371,Pune,2015,December,1,1,5,7,2,1,0
372,Pune,2016,January,1,1,5,8,1,1,0
373,Pune,2016,February,1,1,5,7,2,2,0
374,Pune,2016,March,1,1,4,6,3,3,0
375,Pune,2016,April,1,1,3,4,4,3,0
376,Pune,2016,May,1,1,3,3,4,3,0
377,Pune,2016,June,2,4,2,2,3,3,0
378,Pune,2016,July,6,4,2,3,2,2,0
379,Pune,2016,August,5,4,3,3,2,2,0
380,Pune,2016,September,3,3,3,4,2,2,0
381,Pune,2016,October,1,2,4,5,2,2,0
382,Pune,2016,November,1,1,5,7,1,2,0
383,Pune,2016,December,1,1,5,7,1,1,0
384,Nashik,2001,January,1,1,5,7,1,2,0
385,Nashik,2001,February,1,1,5,7,2,2,0
386,Nashik,2001,March,1,1,4,6,2,3,0
387,Nashik,2001,April,1,1,4,5,3,3,1
388,Nashik,2001,May,1,1,3,4,3,3,0
389,Nashik,2001,June,5,3,2,3,3,3,1
390,Nashik,2001,July,5,5,2,3,2,3,0
391,Nashik,2001,August,3,5,3,3,2,3,0
392,Nashik,2001,September,2,4,4,4,3,3,0
393,Nashik,2001,October,2,1,3,5,3,3,1
394,Nashik,2001,November,1,1,4,6,2,3,0
395,Nashik,2001,December,1,1,5,6,2,2,0
396,Nashik,2002,January,1,1,5,7,1,2,0
397,Nashik,2002,February,1,1,5,7,2,2,0
398,Nashik,2002,March,1,1,4,6,3,3,0
399,Nashik,2002,April,1,1,3,5,3,3,1
400,Nashik,2002,May,1,1,3,4,4,3,0
401,Nashik,2002,June,7,3,2,3,3,3,1
402,Nashik,2002,July,2,5,2,3,3,3,0
403,Nashik,2002,August,5,5,3,3,2,3,0
404,Nashik,2002,September,2,4,4,4,2,3,0
405,Nashik,2002,October,1,1,4,5,3,3,1
406,Nashik,2002,November,1,1,4,6,2,3,0
407,Nashik,2002,December,1,1,5,6,2,2,0
408,Nashik,2003,January,1,1,5,7,2,2,0
409,Nashik,2003,February,1,1,5,7,2,2,0
410,Nashik,2003,March,1,1,5,6,3,3,0
411,Nashik,2003,April,1,1,3,5,3,3,1
412,Nashik,2003,May,1,1,3,4,3,3,0
413,Nashik,2003,June,4,3,2,3,3,3,1
414,Nashik,2003,July,4,5,2,3,3,3,0
415,Nashik,2003,August,4,5,3,3,2,3,0
416,Nashik,2003,September,3,4,4,4,2,3,0
417,Nashik,2003,October,1,1,4,5,2,3,1
418,Nashik,2003,November,1,1,5,6,2,3,0
419,Nashik,2003,December,1,1,4,6,2,2,0
420,Nashik,2004,January,1,1,5,7,1,2,0
421,Nashik,2004,February,1,1,5,7,1,2,0
422,Nashik,2004,March,1,1,4,6,2,3,0
423,Nashik,2004,April,1,1,4,5,3,3,1
424,Nashik,2004,May,1,1,3,4,3,3,0
425,Nashik,2004,June,3,3,2,3,3,3,1
426,Nashik,2004,July,4,5,3,3,2,3,0
427,Nashik,2004,August,10,5,2,3,2,3,0
428,Nashik,2004,September,4,4,3,4,2,3,0
429,Nashik,2004,October,2,1,3,5,3,3,1
430,Nashik,2004,November,1,1,4,6,3,3,0
431,Nashik,2004,December,1,1,4,6,2,2,0
432,Nashik,2005,January,1,1,5,7,1,2,0
433,Nashik,2005,February,1,1,4,7,2,2,0
434,Nashik,2005,March,1,1,5,6,2,3,0
435,Nashik,2005,April,1,1,4,5,3,3,0
436,Nashik,2005,May,1,1,3,4,4,3,0
437,Nashik,2005,June,7,3,2,3,3,3,0
438,Nashik,2005,July,7,5,2,3,3,3,0
439,Nashik,2005,August,5,5,3,3,3,3,0
440,Nashik,2005,September,7,4,3,4,3,3,0
441,Nashik,2005,October,1,1,4,5,3,3,0
442,Nashik,2005,November,1,1,5,6,2,3,0
443,Nashik,2005,December,1,1,5,6,1,2,0
444,Nashik,2006,January,1,1,5,7,1,2,0
445,Nashik,2006,February,1,1,5,7,2,2,0
446,Nashik,2006,March,1,1,5,6,3,3,0
447,Nashik,2006,April,1,1,4,5,3,3,0
448,Nashik,2006,May,1,1,3,4,3,3,0
449,Nashik,2006,June,3,3,2,3,3,3,0
450,Nashik,2006,July,9,5,2,3,2,3,0
451,Nashik,2006,August,10,5,2,3,2,3,0
452,Nashik,2006,September,4,4,3,4,2,3,0
453,Nashik,2006,October,1,1,4,5,2,3,0
454,Nashik,2006,November,1,1,4,6,2,3,0
455,Nashik,2006,December,1,1,5,6,1,2,0
456,Nashik,2007,January,1,1,5,7,1,2,0
457,Nashik,2007,February,1,1,4,7,1,2,0
458,Nashik,2007,March,1,1,5,6,2,3,0
459,Nashik,2007,April,1,1,3,5,3,3,0
460,Nashik,2007,May,1,1,3,4,3,3,0
461,Nashik,2007,June,5,3,2,3,3,3,0
462,Nashik,2007,July,6,5,2,3,2,3,0
463,Nashik,2007,August,6,5,2,3,2,3,0
464,Nashik,2007,September,4,4,3,4,2,3,0
465,Nashik,2007,October,1,1,4,5,3,3,0
466,Nashik,2007,November,1,1,5,6,2,3,0
467,Nashik,2007,December,1,1,5,6,2,2,0
468,Nashik,2008,January,1,1,5,7,1,2,0
469,Nashik,2008,February,1,1,5,7,2,2,0
470,Nashik,2008,March,1,1,4,6,2,3,0
471,Nashik,2008,April,1,1,4,5,3,3,0
472,Nashik,2008,May,1,1,3,4,3,3,0
473,Nashik,2008,June,1,3,2,3,3,3,0
474,Nashik,2008,July,5,5,2,3,2,3,0
475,Nashik,2008,August,6,5,2,3,2,3,0
476,Nashik,2008,September,8,4,3,4,2,3,0
477,Nashik,2008,October,1,1,4,5,3,3,0
478,Nashik,2008,November,1,1,4,6,2,3,0
479,Nashik,2008,December,1,1,4,6,2,2,0
480,Nashik,2009,January,1,1,5,7,1,2,0
481,Nashik,2009,February,1,1,4,7,2,2,0
482,Nashik,2009,March,1,1,5,6,2,3,0
483,Nashik,2009,April,1,1,4,5,3,3,1
484,Nashik,2009,May,1,1,3,4,3,3,0
485,Nashik,2009,June,1,3,2,3,3,3,1
486,Nashik,2009,July,7,5,2,3,2,3,0
487,Nashik,2009,August,3,5,3,3,2,3,0
488,Nashik,2009,September,2,4,4,4,3,3,0
489,Nashik,2009,October,2,1,4,5,3,3,1
490,Nashik,2009,November,3,1,4,6,3,3,0
491,Nashik,2009,December,1,1,5,6,2,2,0
492,Nashik,2010,January,1,1,5,7,2,2,0
493,Nashik,2010,February,1,1,5,7,2,2,0
494,Nashik,2010,March,1,1,4,6,3,3,0
495,Nashik,2010,April,1,1,4,5,3,3,0
496,Nashik,2010,May,1,1,3,4,4,3,0
497,Nashik,2010,June,4,3,2,3,3,3,0
498,Nashik,2010,July,4,5,2,3,3,3,0
499,Nashik,2010,August,5,5,2,3,3,3,0
500,Nashik,2010,September,3,4,3,4,3,3,0
501,Nashik,2010,October,2,1,3,5,3,3,0
502,Nashik,2010,November,2,1,4,6,3,3,0
503,Nashik,2010,December,1,1,4,6,2,2,0
504,Nashik,2011,January,1,1,5,7,1,2,0
505,Nashik,2011,February,1,1,5,7,2,2,0
506,Nashik,2011,March,1,1,4,6,3,3,0
507,Nashik,2011,April,1,1,3,5,3,3,1
508,Nashik,2011,May,1,1,3,4,3,3,0
509,Nashik,2011,June,2,3,2,3,3,3,1
510,Nashik,2011,July,5,5,2,3,3,3,0
511,Nashik,2011,August,5,5,2,3,3,3,0
512,Nashik,2011,September,3,4,3,4,3,3,0
513,Nashik,2011,October,1,1,4,5,3,3,1
514,Nashik,2011,November,1,1,4,6,3,3,0
515,Nashik,2011,December,1,1,4,6,2,2,0
516,Nashik,2012,January,1,1,5,7,1,2,0
517,Nashik,2012,February,1,1,4,7,2,2,0
518,Nashik,2012,March,1,1,4,6,2,3,0
519,Nashik,2012,April,1,1,3,5,3,3,1
520,Nashik,2012,May,1,1,3,4,3,3,0
521,Nashik,2012,June,2,3,2,3,3,3,1
522,Nashik,2012,July,5,5,2,3,3,3,0
523,Nashik,2012,August,5,5,2,3,3,3,0
524,Nashik,2012,September,4,4,3,4,3,3,0
525,Nashik,2012,October,2,1,4,5,3,3,1
526,Nashik,2012,November,1,1,4,6,2,3,0
527,Nashik,2012,December,1,1,5,6,2,2,0
528,Nashik,2013,January,1,1,5,7,1,2,0
529,Nashik,2013,February,1,1,5,7,2,2,0
530,Nashik,2013,March,1,1,4,6,3,3,0
531,Nashik,2013,April,1,1,4,5,3,3,0
532,Nashik,2013,May,1,1,3,4,3,3,0
533,Nashik,2013,June,5,3,2,3,3,3,0
534,Nashik,2013,July,7,5,2,3,3,3,0
535,Nashik,2013,August,4,5,3,3,3,3,0
